Previous Knowledge	0.37815126050420167
Previous Knowledge	0.0576923076923077,0.09375,0.1,0.1481481481481481,0.1666666666666666,0.1034482758620689,0.088235294117647,0.1212121212121212,0.1304347826086956,0.0909090909090909,0.0833333333333333,0.108695652173913,0.0909090909090909,0.2727272727272727,0.1851851851851852,0.1153846153846154,0.1063829787234042,0.1153846153846154,0.1111111111111111,0.0857142857142857,0.0789473684210526,0.0892857142857142,0.0967741935483871,0.09375,0.081081081081081,0.1304347826086956,0.1111111111111111,0.0909090909090909,0.0930232558139534,0.09375,0.1276595744680851,0.12,0.1481481481481481,0.1020408163265306,0.125,0.1071428571428571,0.2727272727272727,0.1142857142857142,0.0789473684210526,0.12,0.1,0.073170731707317,0.1071428571428571,0.1515151515151515,0.3513513513513513,0.4,0.0980392156862745,0.109090909090909,0.0512820512820512,0.0588235294117647,0.0909090909090909,0.0930232558139534,0.0869565217391304,0.109090909090909,0.0476190476190476,0.1071428571428571,0.0545454545454545,0.1176470588235294,0.1290322580645161,0.0526315789473684,0.088235294117647,0.0833333333333333,0.0869565217391304,0.0652173913043478,0.1,0.0862068965517241,0.1034482758620689,0.125,0.1212121212121212,0.1111111111111111,0.0714285714285714,0.0975609756097561,0.15,0.0952380952380952,0.1379310344827586,0.0681818181818181,0.125,0.0769230769230769,0.08,0.0909090909090909,0.1081081081081081,0.0606060606060606,0.1379310344827586,0.1,0.054054054054054,0.1176470588235294,0.1142857142857142,0.4761904761904762,0.28,0.0666666666666666
Previous Knowledge	0.1612903225806451,0.2222222222222222,0.1538461538461538,0.206896551724138,0.2571428571428571,0.4666666666666667,0.1904761904761904,0.2058823529411765,0.25,0.375,0.2962962962962963,0.2352941176470588,0.1666666666666666,0.217391304347826,0.4,0.1666666666666666,0.3684210526315789,0.3809523809523809,0.2380952380952381,0.2727272727272727,0.25,0.1724137931034483,0.4571428571428571,0.1538461538461538,0.3454545454545454,0.1304347826086956,0.2352941176470588,0.1538461538461538,0.2916666666666667,0.3571428571428571,0.2105263157894736,0.1935483870967742,0.28,0.1851851851851852,0.40625,0.2727272727272727,0.2258064516129032,0.217391304347826,0.1621621621621621,0.1666666666666666,0.2285714285714285,0.45,0.1428571428571428,0.3571428571428571,0.2142857142857142,0.2666666666666666,0.34375,0.3333333333333333,0.1081081081081081,0.1714285714285714,0.4545454545454545,0.1538461538461538,0.2,0.4,0.4230769230769231,0.3555555555555556,0.175,0.2777777777777778,0.1515151515151515,0.2142857142857142,0.2272727272727273,0.3103448275862069,0.3333333333333333,0.125,0.3043478260869565,0.1304347826086956,0.3,0.25,0.2352941176470588,0.1333333333333333,0.25,0.3928571428571429,0.2325581395348837,0.3076923076923077,0.4324324324324325,0.3333333333333333,0.275,0.2181818181818181,0.4,0.4545454545454545,0.4925373134328358,0.2,0.3235294117647059,0.2692307692307692,0.1590909090909091,0.3076923076923077,0.1551724137931034,0.1836734693877551,0.4444444444444444,0.36,0.3653846153846153,0.225,0.3559322033898305,0.3469387755102041,0.1891891891891892,0.3333333333333333,0.15,0.0909090909090909,0.2549019607843137,0.2758620689655172,0.3793103448275862,0.25,0.2083333333333333,0.2558139534883721,0.3809523809523809,0.28125,0.1666666666666666,0.2089552238805968,0.1935483870967742,0.2307692307692308,0.3043478260869565,0.175,0.375,0.1311475409836065,0.1594202898550724,0.35,0.4782608695652174,0.3529411764705882,0.1904761904761904,0.4285714285714285,0.2653061224489796,0.1379310344827586,0.2459016393442623,0.2903225806451613,0.3243243243243243,0.1944444444444444,0.2,0.2631578947368421,0.1923076923076923,0.1428571428571428,0.1818181818181818,0.4090909090909091,0.4102564102564102,0.3947368421052632,0.2291666666666666,0.3055555555555556,0.3333333333333333,0.3478260869565217,0.3846153846153846,0.1111111111111111,0.3043478260869565,0.1923076923076923,0.36,0.1785714285714285,0.1428571428571428,0.1538461538461538,0.3939393939393939,0.2439024390243902
TET2	0.36363636363636365
DNMT3A	0.36036036036036034
ASXL1	0.38095238095238093
DNMT3A	0.0576923076923077,0.09375,0.1,0.1481481481481481,0.1666666666666666,0.1034482758620689,0.088235294117647,0.1212121212121212,0.1304347826086956,0.0909090909090909,0.0833333333333333,0.108695652173913,0.0909090909090909,0.2727272727272727,0.1851851851851852,0.1153846153846154,0.1063829787234042,0.1153846153846154,0.1111111111111111,0.0857142857142857,0.0789473684210526,0.0892857142857142,0.0967741935483871,0.09375,0.081081081081081,0.1304347826086956,0.1111111111111111,0.0909090909090909,0.0930232558139534,0.09375,0.1276595744680851,0.12,0.1481481481481481,0.1020408163265306,0.125,0.1071428571428571,0.2727272727272727,0.1142857142857142,0.0789473684210526,0.12
DNMT3A	0.1612903225806451,0.2222222222222222,0.1538461538461538,0.206896551724138,0.2571428571428571,0.4666666666666667,0.1904761904761904,0.2058823529411765,0.25,0.375,0.2962962962962963,0.2352941176470588,0.1666666666666666,0.217391304347826,0.4,0.1666666666666666,0.3684210526315789,0.3809523809523809,0.2380952380952381,0.2727272727272727,0.25,0.1724137931034483,0.4571428571428571,0.1538461538461538,0.3454545454545454,0.1304347826086956,0.2352941176470588,0.1538461538461538,0.2916666666666667,0.3571428571428571,0.2105263157894736,0.1935483870967742,0.28,0.1851851851851852,0.40625,0.2727272727272727,0.2258064516129032,0.217391304347826,0.1621621621621621,0.1666666666666666,0.2285714285714285,0.45,0.1428571428571428,0.3571428571428571,0.2142857142857142,0.2666666666666666,0.34375,0.3333333333333333,0.1081081081081081,0.1714285714285714,0.4545454545454545,0.1538461538461538,0.2,0.4,0.4230769230769231,0.3555555555555556,0.175,0.2777777777777778,0.1515151515151515,0.2142857142857142,0.2272727272727273,0.3103448275862069,0.3333333333333333,0.125,0.3043478260869565,0.1304347826086956,0.3,0.25,0.2352941176470588,0.1333333333333333,0.25
TET2	0.1071428571428571,0.1515151515151515,0.3513513513513513,0.4,0.0980392156862745,0.109090909090909,0.0512820512820512,0.0588235294117647,0.0909090909090909,0.0930232558139534,0.0869565217391304,0.109090909090909,0.0476190476190476,0.1071428571428571,0.0545454545454545,0.1176470588235294,0.1290322580645161,0.0526315789473684,0.088235294117647,0.0833333333333333
TET2	0.3333333333333333,0.275,0.2181818181818181,0.4,0.4545454545454545,0.4925373134328358,0.2,0.3235294117647059,0.2692307692307692,0.1590909090909091,0.3076923076923077,0.1551724137931034,0.1836734693877551,0.4444444444444444,0.36,0.3653846153846153,0.225,0.3559322033898305,0.3469387755102041,0.1891891891891892,0.3333333333333333,0.15,0.0909090909090909,0.2549019607843137,0.2758620689655172,0.3793103448275862,0.25,0.2083333333333333,0.2558139534883721,0.3809523809523809,0.28125,0.1666666666666666,0.2089552238805968,0.1935483870967742,0.2307692307692308
ASXL1	0.0909090909090909,0.1081081081081081,0.0606060606060606,0.1379310344827586,0.1,0.054054054054054,0.1176470588235294,0.1142857142857142
ASXL1	0.2291666666666666,0.3055555555555556,0.3333333333333333,0.3478260869565217,0.3846153846153846,0.1111111111111111,0.3043478260869565,0.1923076923076923,0.36,0.1785714285714285,0.1428571428571428,0.1538461538461538,0.3939393939393939
0.378151260504201670.0576923076923077,0.09375,0.1,0.1481481481481481,0.1666666666666666,0.1034482758620689,0.088235294117647,0.1212121212121212,0.1304347826086956,0.0909090909090909,0.0833333333333333,0.108695652173913,0.0909090909090909,0.2727272727272727,0.1851851851851852,0.1153846153846154,0.1063829787234042,0.1153846153846154,0.1111111111111111,0.0857142857142857,0.0789473684210526,0.0892857142857142,0.0967741935483871,0.09375,0.081081081081081,0.1304347826086956,0.1111111111111111,0.0909090909090909,0.0930232558139534,0.09375,0.1276595744680851,0.12,0.1481481481481481,0.1020408163265306,0.125,0.1071428571428571,0.2727272727272727,0.1142857142857142,0.0789473684210526,0.12,0.1,0.073170731707317,0.1071428571428571,0.1515151515151515,0.3513513513513513,0.4,0.0980392156862745,0.109090909090909,0.0512820512820512,0.0588235294117647,0.0909090909090909,0.0930232558139534,0.0869565217391304,0.109090909090909,0.0476190476190476,0.1071428571428571,0.0545454545454545,0.1176470588235294,0.1290322580645161,0.0526315789473684,0.088235294117647,0.0833333333333333,0.0869565217391304,0.0652173913043478,0.1,0.0862068965517241,0.1034482758620689,0.125,0.1212121212121212,0.1111111111111111,0.0714285714285714,0.0975609756097561,0.15,0.0952380952380952,0.1379310344827586,0.0681818181818181,0.125,0.0769230769230769,0.08,0.0909090909090909,0.1081081081081081,0.0606060606060606,0.1379310344827586,0.1,0.054054054054054,0.1176470588235294,0.1142857142857142,0.4761904761904762,0.28,0.06666666666666660.1612903225806451,0.2222222222222222,0.1538461538461538,0.206896551724138,0.2571428571428571,0.4666666666666667,0.1904761904761904,0.2058823529411765,0.25,0.375,0.2962962962962963,0.2352941176470588,0.1666666666666666,0.217391304347826,0.4,0.1666666666666666,0.3684210526315789,0.3809523809523809,0.2380952380952381,0.2727272727272727,0.25,0.1724137931034483,0.4571428571428571,0.1538461538461538,0.3454545454545454,0.1304347826086956,0.2352941176470588,0.1538461538461538,0.2916666666666667,0.3571428571428571,0.2105263157894736,0.1935483870967742,0.28,0.1851851851851852,0.40625,0.2727272727272727,0.2258064516129032,0.217391304347826,0.1621621621621621,0.1666666666666666,0.2285714285714285,0.45,0.1428571428571428,0.3571428571428571,0.2142857142857142,0.2666666666666666,0.34375,0.3333333333333333,0.1081081081081081,0.1714285714285714,0.4545454545454545,0.1538461538461538,0.2,0.4,0.4230769230769231,0.3555555555555556,0.175,0.2777777777777778,0.1515151515151515,0.2142857142857142,0.2272727272727273,0.3103448275862069,0.3333333333333333,0.125,0.3043478260869565,0.1304347826086956,0.3,0.25,0.2352941176470588,0.1333333333333333,0.25,0.3928571428571429,0.2325581395348837,0.3076923076923077,0.4324324324324325,0.3333333333333333,0.275,0.2181818181818181,0.4,0.4545454545454545,0.4925373134328358,0.2,0.3235294117647059,0.2692307692307692,0.1590909090909091,0.3076923076923077,0.1551724137931034,0.1836734693877551,0.4444444444444444,0.36,0.3653846153846153,0.225,0.3559322033898305,0.3469387755102041,0.1891891891891892,0.3333333333333333,0.15,0.0909090909090909,0.2549019607843137,0.2758620689655172,0.3793103448275862,0.25,0.2083333333333333,0.2558139534883721,0.3809523809523809,0.28125,0.1666666666666666,0.2089552238805968,0.1935483870967742,0.2307692307692308,0.3043478260869565,0.175,0.375,0.1311475409836065,0.1594202898550724,0.35,0.4782608695652174,0.3529411764705882,0.1904761904761904,0.4285714285714285,0.2653061224489796,0.1379310344827586,0.2459016393442623,0.2903225806451613,0.3243243243243243,0.1944444444444444,0.2,0.2631578947368421,0.1923076923076923,0.1428571428571428,0.1818181818181818,0.4090909090909091,0.4102564102564102,0.3947368421052632,0.2291666666666666,0.3055555555555556,0.3333333333333333,0.3478260869565217,0.3846153846153846,0.1111111111111111,0.3043478260869565,0.1923076923076923,0.36,0.1785714285714285,0.1428571428571428,0.1538461538461538,0.3939393939393939,0.2439024390243902