ARID2	0.02567237163814181	0.008595988538681949
ERCC2	0.02567237163814181	0.011461318051575931
AFF3	0.02750611246943765	0.008595988538681949
TP53	0.022616136919315404	0.03151862464183381
LZTR1	0.029339853300733496	0.0028653295128939827
CUX1	0.029339853300733496	0.011461318051575931
KDM5C	0.028728606356968216	0.017191977077363897
SMC1A	0.029339853300733496	0.022922636103151862
SF3B1	0.03300733496332518	0.014326647564469915
PPM1D	0.02689486552567237	0.06017191977077364
JAK2	0.03361858190709047	0.02865329512893983
APC	0.03973105134474328	0.014326647564469915
MYO5A	0.03850855745721271	0.02005730659025788
PTPRD	0.03728606356968215	0.02865329512893983
NOTCH1	0.04462102689486552	0.034383954154727794
ASXL1	0.055623471882640586	0.06303724928366762
KMT2C	0.0776283618581907	0.02005730659025788
ATM	0.08190709046454768	0.03724928366762178
TET2	0.059290953545232276	0.15759312320916904
DNMT3A	0.18704156479217604	0.3438395415472779