2_0.96_SBS46-0.89:(0, 30)	62.0,66.0,54.0,62.0,140.0,115.0,64.0,54.0,83.0,73.0
2_0.96_SBS46-0.89:(30, 40)	83.0,18.0,25.0,65.0,62.0,121.0,76.0,74.0,48.0,55.0,53.0,121.0,50.0,77.0,69.0,49.0,56.0,65.0,94.0,60.0
2_0.96_SBS46-0.89:(40, 50)	129.0,37.0,41.0,85.0,103.0,31.0,43.0,66.0,51.0,283.0,45.0,128.0,90.0,131.0,125.0,142.0,106.0,114.0,36.0,79.0,50.0,89.0,66.0,44.0,23.0,27.0,54.0,0.0,216.0,52.0,55.0,34.0,82.0,23.0,105.0,70.0,89.0,44.0,50.0,72.0,93.0,46.0,95.0,72.0,56.0,57.0,61.0,56.0,102.0,59.0,191.0,176.0,160.0,77.0,52.0,35.0,108.0,64.0,33.0,99.0,51.0,22.0,50.0,59.0,54.0,98.0,56.0,0.0,31.0,65.0,67.0,92.0,83.0,155.0,61.0,53.0,36.0,43.0,91.0,120.0,25.0,59.0,32.0,70.0,43.0,0.0,29.0,86.0,78.0,59.0,45.0,120.0,80.0,64.0,55.0,70.0,69.0,31.0,44.0,46.0
2_0.96_SBS46-0.89:(50, 60)	0.0,59.0,57.0,92.0,50.0,0.0,85.0,240.0,69.0,57.0,129.0,84.0,70.0,36.0,66.0,63.0,58.0,82.0,0.0,65.0,35.0,10.0,63.0,60.0,55.0,35.0,38.0,18.0,104.0,24.0,40.0,27.0,17.0,31.0,69.0,96.0,50.0,55.0,64.0,65.0,38.0,0.0,46.0,30.0,59.0,0.0,0.0,32.0,46.0,27.0,26.0,40.0,27.0,54.0,118.0,98.0,53.0,147.0,44.0,52.0,86.0,40.0,51.0,88.0,34.0,36.0,67.0,84.0,95.0,0.0,131.0,24.0,0.0,27.0,51.0,51.0,50.0,57.0,42.0,41.0,38.0,62.0,71.0,64.0,35.0,0.0,31.0,0.0,58.0,68.0,56.0,54.0,61.0,40.0,77.0,58.0,36.0,45.0,47.0,42.0,83.0,44.0,102.0,66.0,83.0,42.0,32.0,39.0,40.0,0.0,32.0,31.0,48.0,78.0,45.0,57.0,64.0,55.0,41.0,79.0,29.0,35.0,25.0,55.0,80.0,49.0,59.0,24.0,0.0,28.0,73.0,47.0,87.0,50.0,71.0,53.0,134.0,72.0,33.0,50.0,53.0,49.0,21.0,72.0,0.0,37.0,14.0,92.0,44.0,50.0,379.0,256.0,376.0,45.0,81.0,0.0,70.0,17.0,35.0,36.0,24.0,120.0,46.0,48.0,0.0,78.0,77.0,93.0,34.0,363.0,189.0,65.0,71.0,31.0,64.0,33.0,30.0,22.0,107.0,43.0,45.0,59.0,17.0,47.0,118.0,28.0,19.0,54.0,39.0,104.0,94.0,40.0,52.0,88.0,50.0,62.0,78.0,52.0,44.0,112.0,96.0,19.0,25.0,48.0,45.0,55.0,91.0,79.0,54.0,22.0,30.0,85.0,19.0,42.0,156.0,39.0,29.0,48.0,58.0,134.0,0.0,0.0,31.0,29.0,160.0,107.0,110.0,64.0,53.0,417.0,0.0,59.0,77.0,35.0,42.0,25.0,33.0,22.0,106.0,76.0,65.0,40.0,58.0,69.0,46.0,22.0,26.0,70.0,74.0,68.0,42.0,60.0,35.0,40.0,49.0,109.0,17.0,78.0,64.0,32.0,46.0,41.0,95.0,66.0,49.0,28.0,57.0,36.0,40.0,76.0,71.0,22.0,0.0,0.0,15.0,36.0,88.0,110.0,68.0,48.0,87.0,79.0,55.0,85.0,71.0,82.0,61.0,32.0,50.0,84.0,19.0,33.0,100.0,37.0,26.0,72.0,117.0,97.0,25.0,64.0,42.0,68.0,37.0,24.0,71.0,101.0,0.0,23.0,19.0,17.0,0.0,36.0,21.0,65.0,32.0,61.0,17.0,70.0,57.0,72.0,40.0,49.0,14.0,21.0,33.0,40.0,37.0,48.0,60.0,36.0,80.0,0.0,28.0,47.0,67.0,30.0,60.0,52.0,40.0,70.0,63.0,32.0,84.0,64.0,31.0,106.0,49.0,32.0,60.0,29.0,93.0,72.0,185.0,78.0
2_0.96_SBS46-0.89:(60, 70)	0.0,221.0,32.0,74.0,61.0,74.0,24.0,138.0,108.0,86.0,201.0,70.0,66.0,95.0,150.0,117.0,60.0,79.0,80.0,140.0,35.0,334.0,53.0,56.0,339.0,248.0,28.0,199.0,46.0,0.0,36.0,48.0,39.0,31.0,23.0,68.0,45.0,45.0,55.0,78.0,0.0,140.0,33.0,39.0,32.0,47.0,15.0,66.0,39.0,49.0,41.0,13.0,60.0,52.0,54.0,32.0,47.0,0.0,57.0,131.0,29.0,42.0,57.0,94.0,79.0,47.0,42.0,29.0,0.0,19.0,32.0,65.0,38.0,0.0,25.0,18.0,15.0,46.0,0.0,26.0,0.0,0.0,0.0,0.0,24.0,0.0,47.0,39.0,93.0,58.0,64.0,117.0,58.0,68.0,144.0,73.0,40.0,46.0,83.0,37.0,41.0,87.0,93.0,122.0,78.0,96.0,157.0,80.0,75.0,76.0,121.0,43.0,40.0,71.0,57.0,51.0,0.0,31.0,75.0,108.0,84.0,89.0,0.0,128.0,88.0,61.0,74.0,46.0,53.0,36.0,23.0,46.0,59.0,42.0,25.0,31.0,44.0,51.0,61.0,71.0,34.0,27.0,28.0,46.0,13.0,23.0,45.0,73.0,64.0,52.0,60.0,28.0,19.0,34.0,30.0,44.0,0.0,11.0,16.0,33.0,15.0,0.0,197.0,52.0,82.0,107.0,45.0,76.0,85.0,338.0,261.0,30.0,77.0,83.0,82.0,62.0,47.0,69.0,39.0,53.0,56.0,0.0,0.0,63.0,80.0,52.0,19.0,0.0,64.0,76.0,108.0,23.0,0.0,0.0,113.0,120.0,82.0,52.0,50.0,47.0,67.0,87.0,34.0,49.0,30.0,100.0,69.0,56.0,106.0,210.0,81.0,63.0,43.0,78.0,47.0,0.0,31.0,40.0,34.0,48.0,77.0,28.0,75.0,63.0,48.0,39.0,40.0,51.0,86.0,0.0,0.0,0.0,178.0,56.0,86.0,100.0,38.0,68.0,38.0,104.0,44.0,99.0,36.0,110.0,22.0,37.0,67.0,0.0,0.0,33.0,67.0,51.0,59.0,49.0,52.0,0.0,17.0,52.0,41.0,14.0,16.0,25.0,25.0,24.0,42.0,69.0,30.0,33.0,52.0,85.0,0.0,54.0,120.0,69.0,40.0,0.0,52.0,0.0,45.0,47.0,31.0,0.0,90.0,78.0,42.0,105.0,56.0,297.0,65.0,53.0,65.0,47.0,37.0,0.0,40.0,44.0,13.0,28.0,34.0,95.0,89.0,29.0,37.0,39.0,33.0,67.0,61.0,77.0,27.0,71.0,97.0,51.0,89.0,111.0,69.0,88.0,76.0,40.0,66.0,94.0,48.0,69.0,96.0,70.0,38.0,57.0,67.0,0.0,30.0,48.0,63.0,89.0,0.0,51.0,123.0,25.0,51.0,30.0,36.0,54.0,32.0,27.0,34.0,56.0,61.0,78.0,54.0,30.0,47.0,31.0,31.0,20.0,92.0,73.0,44.0,28.0,107.0,48.0,47.0,55.0,125.0,31.0,31.0,30.0,0.0,0.0,28.0,109.0,75.0,22.0,41.0,41.0,73.0,190.0,77.0,36.0,34.0,56.0,27.0,119.0,81.0,81.0,41.0,62.0,60.0,47.0,0.0,41.0,59.0,119.0,38.0,41.0,36.0,65.0,22.0,67.0,38.0,27.0,0.0,29.0,21.0,0.0,0.0,43.0,99.0,45.0,36.0,59.0,47.0,64.0,84.0,85.0,59.0,26.0,22.0,39.0,0.0,25.0,20.0,30.0,23.0,133.0,162.0,188.0,45.0,81.0,58.0,169.0,92.0,27.0,47.0,65.0,52.0,48.0,38.0,19.0,48.0,53.0,56.0,26.0,64.0,64.0,48.0,63.0,32.0,55.0,58.0,62.0,45.0,29.0,32.0,0.0,38.0,29.0,58.0,82.0,40.0,77.0,68.0,111.0,36.0,78.0,63.0,36.0,116.0,93.0,27.0,64.0,72.0,45.0,15.0,15.0,42.0,45.0,27.0,112.0,93.0,0.0,43.0,37.0,32.0,97.0,50.0,38.0,52.0,25.0,0.0,36.0,26.0,34.0,0.0,66.0,28.0,54.0,70.0,51.0,33.0,17.0,21.0,26.0,64.0,0.0,122.0,28.0,31.0,85.0,56.0,68.0,0.0,33.0,67.0,63.0,35.0,0.0,206.0,89.0,46.0,28.0,33.0,45.0,52.0,41.0,34.0,140.0,44.0,59.0,43.0,45.0,103.0,0.0,41.0,0.0,81.0,19.0,0.0,23.0,48.0,57.0,56.0,50.0,49.0,0.0,36.0,46.0,72.0,29.0,37.0,40.0,0.0,31.0,0.0,67.0,33.0,44.0,0.0,41.0,55.0,46.0,64.0,53.0,32.0,43.0,80.0,43.0,66.0,95.0,54.0,91.0,146.0,35.0,60.0,0.0,29.0,46.0,0.0,0.0,83.0,52.0,69.0,37.0,19.0,23.0,0.0,46.0,31.0,77.0,40.0,0.0,52.0,0.0,75.0,51.0,78.0,74.0,33.0,40.0,50.0,117.0,29.0,35.0,26.0,49.0,0.0,29.0,86.0,0.0,0.0,64.0,59.0,59.0,63.0,59.0,42.0,59.0,62.0,21.0,79.0,53.0,28.0,26.0,79.0,60.0,83.0,0.0,12.0,48.0,93.0,54.0,68.0,0.0,57.0,42.0,61.0,0.0,74.0,75.0,112.0,0.0,40.0,0.0,78.0,39.0,40.0,67.0,26.0,0.0,76.0,53.0,49.0,26.0,39.0,13.0,18.0,23.0,0.0,0.0,0.0,38.0,83.0,21.0,0.0,0.0,22.0,19.0,31.0,34.0,0.0,14.0,42.0,28.0,0.0,0.0,25.0,31.0,46.0,0.0,22.0,25.0,0.0,0.0,0.0,21.0,18.0,23.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,14.0,0.0,32.0,0.0,0.0,33.0,0.0,0.0,0.0,26.0
2_0.96_SBS46-0.89:(70, 80)	60.0,70.0,107.0,16.0,60.0,28.0,51.0,106.0,44.0,50.0,67.0,35.0,56.0,100.0,64.0,82.0,81.0,39.0,46.0,0.0,50.0,43.0,55.0,51.0,33.0,46.0,41.0,76.0,0.0,24.0,57.0,38.0,75.0,65.0,101.0,72.0,70.0,0.0,57.0,76.0,36.0,94.0,27.0,0.0,31.0,0.0,0.0,0.0,0.0,22.0,0.0,26.0,32.0,55.0,180.0,28.0,88.0,33.0,72.0,75.0,54.0,31.0,78.0,96.0,115.0,56.0,60.0,50.0,72.0,75.0,22.0,42.0,0.0,18.0,52.0,0.0,42.0,62.0,50.0,91.0,29.0,49.0,64.0,49.0,89.0,78.0,58.0,91.0,32.0,36.0,0.0,81.0,102.0,127.0,42.0,60.0,45.0,0.0,0.0,0.0,21.0,0.0,89.0,47.0,50.0,0.0,35.0,29.0,22.0,23.0,51.0,53.0,47.0,56.0,30.0,36.0,0.0,0.0,56.0,55.0,47.0,40.0,35.0,82.0,29.0,49.0,44.0,68.0,48.0,77.0,74.0,103.0,99.0,44.0,35.0,37.0,68.0,110.0,0.0,0.0,60.0,59.0,0.0,82.0,41.0,57.0,63.0,54.0,143.0,69.0,0.0,67.0,45.0,36.0,78.0,54.0,40.0,0.0,0.0,101.0,22.0,98.0,49.0,79.0,74.0,59.0,45.0,77.0,0.0,95.0,20.0,51.0,0.0,30.0,39.0,30.0,48.0,42.0,43.0,175.0,31.0,87.0,32.0,69.0,30.0,26.0,57.0,0.0,83.0,0.0,38.0,40.0,0.0,0.0,69.0,87.0,62.0,107.0,140.0,62.0,77.0,74.0,58.0,208.0,0.0,255.0,54.0,77.0,128.0,101.0,44.0,48.0,0.0,0.0,84.0,54.0,23.0,56.0,44.0,38.0,14.0,28.0,59.0,68.0,92.0,65.0,89.0,44.0,52.0,30.0,41.0,93.0,59.0,0.0,63.0,54.0,57.0,39.0,46.0,40.0,32.0,0.0,0.0,18.0,0.0,22.0,12.0,113.0,60.0,50.0,60.0,100.0,34.0,40.0,52.0,40.0,41.0,0.0,55.0,58.0,47.0,0.0,99.0,80.0,38.0,0.0,93.0,56.0,12.0,47.0,17.0,43.0,44.0,46.0,33.0,48.0,63.0,44.0,51.0,75.0,47.0,57.0,224.0,28.0,0.0,0.0,25.0,34.0,36.0,52.0,114.0,32.0,0.0,65.0,99.0,65.0,0.0,41.0,0.0,72.0,105.0,49.0,30.0,23.0,0.0,41.0,54.0,121.0,149.0,118.0,24.0,19.0,72.0,37.0,76.0,20.0,0.0,44.0,55.0,0.0,31.0,26.0,24.0,28.0,46.0,28.0,33.0,40.0,84.0,0.0,39.0,50.0,50.0,55.0,82.0,91.0,55.0,48.0,76.0,74.0,46.0,59.0,0.0,0.0,0.0,49.0,45.0,39.0,105.0,0.0,108.0,75.0,95.0,54.0,12.0,44.0,30.0,73.0,25.0,71.0,0.0,67.0,27.0,0.0,42.0,39.0,150.0,62.0,137.0,57.0,48.0,34.0,0.0,73.0,95.0,33.0,78.0,57.0,0.0,17.0,0.0,0.0,137.0,100.0,68.0,23.0,89.0,49.0,29.0,25.0,46.0,0.0,74.0,23.0,29.0,21.0,0.0,69.0,47.0,89.0,26.0,46.0,60.0,28.0,40.0,25.0,85.0,23.0,45.0,78.0,0.0,39.0,68.0,69.0,109.0,91.0,57.0,109.0,46.0,23.0,53.0,102.0,55.0,77.0,186.0,71.0,46.0,125.0,57.0,58.0,83.0,57.0,18.0,35.0,39.0,36.0,42.0,48.0,31.0,42.0,83.0,36.0,54.0,74.0,42.0,33.0,37.0,83.0,0.0,32.0,103.0,61.0,121.0,57.0,57.0,58.0,79.0,58.0,0.0,81.0,78.0,22.0,28.0,42.0,36.0,35.0,0.0,0.0,0.0,21.0,33.0,61.0,30.0,60.0,60.0,51.0,90.0,0.0,15.0,18.0,57.0,85.0,34.0,32.0,23.0,106.0,44.0,122.0,38.0,42.0
2_0.96_SBS46-0.89:(80, 90)	96.0,68.0,0.0,77.0,17.0,0.0,175.0,68.0,59.0,26.0,35.0,91.0,18.0,0.0,0.0,66.0,68.0,56.0,40.0,0.0,80.0,41.0,0.0,44.0,54.0,53.0,26.0,95.0,79.0,0.0,50.0,55.0,0.0,50.0,35.0,0.0,0.0,54.0,20.0,68.0,44.0,28.0,129.0,35.0,56.0,20.0,0.0,0.0,27.0,33.0,36.0,121.0,67.0,48.0,33.0,86.0,64.0,42.0,39.0,173.0,30.0,54.0,38.0,76.0,0.0,0.0,49.0
3_0.75_NA:(0, 30)	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_0.75_NA:(30, 40)	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
3_0.75_NA:(40, 50)	0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,28.0,0.0,22.0,0.0,24.0,0.0,22.0,0.0,32.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,32.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,29.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,37.0,0.0,0.0,0.0,0.0,49.0,30.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,20.0
3_0.75_NA:(50, 60)	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,27.0,27.0,0.0,0.0,25.0,0.0,0.0,39.0,0.0,0.0,30.0,0.0,0.0,40.0,0.0,28.0,0.0,0.0,34.0,70.0,0.0,0.0,0.0,0.0,20.0,37.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,37.0,0.0,0.0,36.0,38.0,0.0,25.0,0.0,0.0,38.0,22.0,21.0,0.0,0.0,0.0,0.0,0.0,34.0,61.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,53.0,0.0,20.0,42.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,147.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,34.0,0.0,46.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,28.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,21.0,0.0,0.0,0.0,40.0,36.0,24.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,24.0,0.0,0.0,25.0,0.0,73.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,20.0,26.0,64.0,0.0,0.0,0.0,53.0,28.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,0.0,265.0,0.0,0.0,42.0,26.0,18.0,0.0,0.0,35.0,29.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,28.0,0.0,0.0,0.0,19.0,0.0,0.0,37.0,20.0,20.0,0.0,0.0,25.0,50.0,0.0,21.0,0.0,25.0,0.0,0.0,0.0,76.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
